[indx],Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store,wineName,wineVintage,TypeClassifier,url
893,2010 Gran Feudo Rosado,Rosé,Garnacha,$8.99,http://www.reversewinesnob.com/2011/07/2010-gran-feudo-rosado.html,Second Chance?,6.8,6.0,Costco,Gran Feudo Rosado,2010,http://www.reversewinesnob.com/2011/07/2010-gran-feudo-rosado.html,Rosé
894,2010 Kirkland Signature Pinot Grigio,White,Pinot Grigio,$6.99,http://goo.gl/rp8NY,Second Chance?,6.8,6.0,Costco,Kirkland Signature Pinot Grigio,2010,http://goo.gl/rp8NY,White
895,2010 Stepping Stone Corallina Napa Valley Rosé,Rosé,Syrah,$18.00,http://www.reversewinesnob.com/2011/09/2010-stepping-stone-corallina-napa.html,Second Chance?,6.5,8.0,Other,Stepping Stone Corallina Napa Valley Rosé,2010,http://www.reversewinesnob.com/2011/09/2010-stepping-stone-corallina-napa.html,Rosé
896,2008 Montes Alpha Cabernet Sauvignon,Red,Cabernet Sauvignon,$14.99,http://goo.gl/ACngQ,Second Chance?,6.5,7.0,Costco,Montes Alpha Cabernet Sauvignon,2008,http://goo.gl/ACngQ,Red
897,2010 Bouké Rosé,Rosé,Blend,$14.99,http://www.reversewinesnob.com/2011/09/bouke-wines-long-islands-finest.html,Second Chance?,6.5,7.0,Other,Bouké Rosé,2010,http://www.reversewinesnob.com/2011/09/bouke-wines-long-islands-finest.html,Rosé
898,2010 Stepping Stone White Rocks! By Cornerstone,White,Blend,$15.00,http://www.reversewinesnob.com/2011/10/2010-stepping-stone-white-rocks-by.html,Second Chance?,6.5,7.0,Other,Stepping Stone White Rocks! By Cornerstone,2010,http://www.reversewinesnob.com/2011/10/2010-stepping-stone-white-rocks-by.html,White
899,2007 Monte Antico Toscana IGT,Red,Blend,$8.99,http://goo.gl/m9XuW,Second Chance?,6.5,6.0,Costco,Monte Antico Toscana IGT,2007,http://goo.gl/m9XuW,Red
900,2008 Francis Ford Coppola Black Label Claret,Red,Cabernet Sauvignon,$9.99,http://goo.gl/NxAJA,Second Chance?,6.5,6.0,Costco,Francis Ford Coppola Black Label Claret,2008,http://goo.gl/NxAJA,Red
901,Lulu B. Pinot Grigio,White,Pinot Grigio,$8.99,http://www.reversewinesnob.com/2011/09/lulu-b-pinot-grigio-simple-italian.html,Second Chance?,6.5,6.0,Other,B. Pinot Grigio,Lulu,http://www.reversewinesnob.com/2011/09/lulu-b-pinot-grigio-simple-italian.html,White
902,2009 Rock Wall Obsidian Black Rock Ranch,Red,Blend,$19.99,http://goo.gl/7oeFb,Second Chance?,6.3,8.0,Other,Rock Wall Obsidian Black Rock Ranch,2009,http://goo.gl/7oeFb,Red
903,2008 Montes Alpha Carménère,Red,Carmenere,$16.99,http://www.reversewinesnob.com/2011/10/montes-alpha-carmenere-2008-tour-of.html,Second Chance?,6.3,7.0,Other,Montes Alpha Carménère,2008,http://www.reversewinesnob.com/2011/10/montes-alpha-carmenere-2008-tour-of.html,Red
904,2009 Château Ballan-Larquette Rosé,Rosé,Blend,$11.99,http://goo.gl/kwAyM,Second Chance?,6.3,6.0,Other,Château Ballan-Larquette Rosé,2009,http://goo.gl/kwAyM,Rosé
905,2009 Otazu Chardonnay,White,Chardonnay,$11.99,http://goo.gl/8csjL,Second Chance?,6.3,6.0,Other,Otazu Chardonnay,2009,http://goo.gl/8csjL,White
906,2010 Alex Elman Torrontés,White,Torrontés,$10.99,http://www.reversewinesnob.com/2011/08/2010-alex-elman-torrontes-flavorful-but.html,Second Chance?,6.3,6.0,Other,Alex Elman Torrontés,2010,http://www.reversewinesnob.com/2011/08/2010-alex-elman-torrontes-flavorful-but.html,White
907,2010 Glenora Dry Riesling,White,Riesling,$11.99,http://www.reversewinesnob.com/2011/07/2010-glenora-dry-riesling.html,Second Chance?,6.3,6.0,Other,Glenora Dry Riesling,2010,http://www.reversewinesnob.com/2011/07/2010-glenora-dry-riesling.html,White
908,2008 Epicuro Nero d'Avola Sicilia IGT,Red,Nero d'Avola,$5.99,http://goo.gl/HR54o,Second Chance?,6.3,5.0,Trader Joe's,Epicuro Nero d'Avola Sicilia IGT,2008,http://goo.gl/HR54o,Red
909,2007 Veramonte Primus,Red,Blend,$13.99,http://goo.gl/Us3nq,Second Chance?,6.0,6.0,Costco,Veramonte Primus,2007,http://goo.gl/Us3nq,Red
910,2008 Erath Pinot Noir Willamette Valley,Red,Pinot Noir,$13.89,http://goo.gl/kcqTg,Second Chance?,6.0,6.0,Costco,Erath Pinot Noir Willamette Valley,2008,http://goo.gl/kcqTg,Red
911,2008 Kirkland Signature Cabernet Sauvignon Napa Valley,Red,Cabernet Sauvignon,$12.99,http://goo.gl/q0az6,Second Chance?,6.0,6.0,Costco,Kirkland Signature Cabernet Sauvignon Napa Valley,2008,http://goo.gl/q0az6,Red
912,2008 Viña Seña Carménère Arboleda,Red,Carmenere,$13.99,http://goo.gl/Zolog,Second Chance?,6.0,6.0,Costco,Viña Seña Carménère Arboleda,2008,http://goo.gl/Zolog,Red
913,2009 Glen Carlou Chardonnay,White,Chardonnay,$12.99,http://goo.gl/h4SMD,Second Chance?,6.0,6.0,Other,Glen Carlou Chardonnay,2009,http://goo.gl/h4SMD,White
914,2009 Hess Allomi Sauvignon Blanc,White,Sauvignon Blanc,$13.99,http://goo.gl/CniH2,Second Chance?,6.0,6.0,Other,Hess Allomi Sauvignon Blanc,2009,http://goo.gl/CniH2,White
915,Croft Pink Rosé Porto,Port,Rosé,$13.99,http://www.reversewinesnob.com/2011/08/croft-pink-rose-porto-pink-drink-that.html,Second Chance?,6.0,6.0,Other,Pink Rosé Porto,Croft,http://www.reversewinesnob.com/2011/08/croft-pink-rose-porto-pink-drink-that.html,Port
916,2008 Caves do Salgueiral Douro Azul Portugal,Red,Blend,$7.99,http://goo.gl/59vv8,Second Chance?,6.0,5.0,Costco,Caves do Salgueiral Douro Azul Portugal,2008,http://goo.gl/59vv8,Red
917,2009 Alamos Malbec,Red,Malbec,$7.99,http://goo.gl/pOkho,Second Chance?,6.0,5.0,Other,Alamos Malbec,2009,http://goo.gl/pOkho,Red
918,2010 Bodegas San Martin Senorio de UNX Garnacha,Red,Garnacha,$7.99,http://www.reversewinesnob.com/2011/07/2010-senorio-de-unx-garnacha-bodegas.html,Second Chance?,6.0,5.0,Other,Bodegas San Martin Senorio de UNX Garnacha,2010,http://www.reversewinesnob.com/2011/07/2010-senorio-de-unx-garnacha-bodegas.html,Red
919,2008 Padrillos Malbec (Ernesto Catena),Red,Malbec,$9.99,http://goo.gl/kcqTg,Skip It,5.8,5.0,Costco,Padrillos Malbec (Ernesto Catena),2008,http://goo.gl/kcqTg,Red
920,2007 Cantina Zaccagnini Montepulciano d'Abruzzo,Red,Montepulciano,$11.99,http://goo.gl/Hyd6z,Skip It,5.5,5.0,Costco,Cantina Zaccagnini Montepulciano d'Abruzzo,2007,http://goo.gl/Hyd6z,Red
921,2009 Marqués de Montañana Garnacha,Red,Garnacha,$4.99,http://goo.gl/UxBYw,Skip It,5.5,4.0,Trader Joe's,Marqués de Montañana Garnacha,2009,http://goo.gl/UxBYw,Red
922,2009 Trader Joe's Growers Reserve Zinfandel,Red,Zinfandel,$5.49,http://goo.gl/KEASL,Skip It,5.5,4.0,Trader Joe's,Trader Joe's Growers Reserve Zinfandel,2009,http://goo.gl/KEASL,Red
923,2008 Chateau St Michelle Cabernet Sauvignon Indian Wells,Red,Cabernet Sauvignon,$13.49,http://goo.gl/kcqTg,Skip It,5.3,5.0,Costco,Chateau St Michelle Cabernet Sauvignon Indian Wells,2008,http://goo.gl/kcqTg,Red
924,2008 Piattelli Malbec Premium,Red,Malbec,$12.99,http://goo.gl/MYlsw,Skip It,5.3,5.0,Other,Piattelli Malbec Premium,2008,http://goo.gl/MYlsw,Red
925,2008 Estancia Cabernet Sauvignon,Red,Cabernet Sauvignon,$10.99,http://goo.gl/kcqTg,Skip It,4.8,4.0,Costco,Estancia Cabernet Sauvignon,2008,http://goo.gl/kcqTg,Red
926,2008 Pure Love Wines Shiraz Layer Cake,Red,Shiraz,$11.99,http://goo.gl/kcqTg,Skip It,4.8,4.0,Costco,Pure Love Wines Shiraz Layer Cake,2008,http://goo.gl/kcqTg,Red
927,2009 Bodegas Don Miguel Gascón Malbec,Red,Malbec,$10.99,http://goo.gl/B9MYF,Skip It,4.8,4.0,Trader Joe's,Bodegas Don Miguel Gascón Malbec,2009,http://goo.gl/B9MYF,Red
928,2008 Oreana Syrah Project Happiness,Red,Syrah,$5.99,http://goo.gl/DOPrw,Skip It,4.8,3.0,Trader Joe's,Oreana Syrah Project Happiness,2008,http://goo.gl/DOPrw,Red
929,2009 Aquila d'Oro Toscana,Red,Blend,$3.99,http://goo.gl/y7opc,Skip It,4.8,3.0,Trader Joe's,Aquila d'Oro Toscana,2009,http://goo.gl/y7opc,Red
930,2000 Sandeman Vau Vintage Porto,Port,Blend,$29.99,Sandeman Vau Vintage Porto 2000 - An Easy-Going Port (http://www.reversewinesnob.com/2013/09/sandeman-vau-vintage-porto-2000.html),Saturday Splurge,,,Other,Sandeman Vau Vintage Porto,2000,http://www.reversewinesnob.com/2013/09/sandeman-vau-vintage-porto-2000.html,Port
931, 2004 Cyan La Calera Toro,Red,Tempranillo,$25.99,Cyan La Calera Toro 2004 - Dense and Delicious (http://www.reversewinesnob.com/2013/08/cyan-la-calera-toro.html),Saturday Splurge,,,Other,2004 Cyan La Calera Toro,,http://www.reversewinesnob.com/2013/08/cyan-la-calera-toro.html,Red
932,2004 Pratesi Carmione,Red,Blend,$22.99,"Pratesi Carmione 2004 - Dark, Dry and Delicious (http://www.reversewinesnob.com/2013/07/pratesi-carmione.html)",Saturday Splurge,,,Other,Pratesi Carmione,2004,http://www.reversewinesnob.com/2013/07/pratesi-carmione.html,Red
933,2005 Arnaldo-Caprai Collepiano Sagrantino di Montefalco,Red,Sagrantino,$49.99,Arnaldo-Caprai Collepiano Sagrantino di Montefalco 2005 - Exquisite! (http://www.reversewinesnob.com/2012/12/arnaldo-caprai-collepiano-sagrantino-di-montefalco.html),Saturday Splurge,,,Other,Arnaldo-Caprai Collepiano Sagrantino di Montefalco,2005,http://www.reversewinesnob.com/2012/12/arnaldo-caprai-collepiano-sagrantino-di-montefalco.html,Red
934,2005 Legaris Reserva,Red,Tempranillo,$24.99,Reveling in the Wine of Ribera Del Duero Plus 3 Top Value Picks From This Region (http://www.reversewinesnob.com/2013/04/reveling-in-the-wine-of-ribera-del-duero.html),Saturday Splurge,,,Other,Legaris Reserva,2005,http://www.reversewinesnob.com/2013/04/reveling-in-the-wine-of-ribera-del-duero.html,Red
935,2005 San Polo Mezzopane Sant'Antimo Toscana,Red,Blend,$23.99,San Polo Mezzopane Sant Antimo 2005 - One Spicy Character (http://www.reversewinesnob.com/2013/05/san-polo-mezzopane-sant-antimo.html),Saturday Splurge,,,Other,San Polo Mezzopane Sant'Antimo Toscana,2005,http://www.reversewinesnob.com/2013/05/san-polo-mezzopane-sant-antimo.html,Red
936,2006 Fattoria del Cerro Vino Nobile di Montepulciano Riserva,Red,Sangiovese,$24.99,"Fattoria del Cerro Vino Nobile di Montepulciano Riserva 2006 - Sophisticated, Smooth and Savory (http://www.reversewinesnob.com/2013/02/fattoria-del-cerro-vino-nobile-di-montepulciano-riserva.html)",Saturday Splurge,,,Other,Fattoria del Cerro Vino Nobile di Montepulciano Riserva,2006,http://www.reversewinesnob.com/2013/02/fattoria-del-cerro-vino-nobile-di-montepulciano-riserva.html,Red
937,2006 Podere Salicutti Rosso di Montalcino,Red,Sangiovese,$24.99,Podere Salicutti Rosso di Montalcino 2006 - Baby Brother Comes Up Big (http://www.reversewinesnob.com/2013/06/podere-salicutti-rosso-di-montalcino.html),Saturday Splurge,,,Other,Podere Salicutti Rosso di Montalcino,2006,http://www.reversewinesnob.com/2013/06/podere-salicutti-rosso-di-montalcino.html,Red
938,2007 Abacela Estate Tempranillo,Red,Tempranillo,$21.99,http://www.reversewinesnob.com/2012/01/abacela-estate-tempranillo-2007-myriad.html,Saturday Splurge,,,Other,Abacela Estate Tempranillo,2007,http://www.reversewinesnob.com/2012/01/abacela-estate-tempranillo-2007-myriad.html,Red
939,2007 Bonny Doon Vineyard Ca' del Solo Estate Nebbiolo,Red,Nebbiolo,$28.99,Bonny Doon Vineyard Ca' del Solo Nebbiolo 2007 - An Italian Classic From California (http://www.reversewinesnob.com/2012/09/bonny-doon-vineyard-ca-del-solo-nebbiolo.html),Saturday Splurge,,,Other,Bonny Doon Vineyard Ca' del Solo Estate Nebbiolo,2007,http://www.reversewinesnob.com/2012/09/bonny-doon-vineyard-ca-del-solo-nebbiolo.html,Red
940,2007 Bonny Doon Vineyard Le Cigare Volant,Red,Blend,$26.99,http://www.reversewinesnob.com/2012/01/bonny-doon-vineyards-le-cigare-volant.html,Saturday Splurge,,,Other,Bonny Doon Vineyard Le Cigare Volant,2007,http://www.reversewinesnob.com/2012/01/bonny-doon-vineyards-le-cigare-volant.html,Red
941,2007 Cameron Hughes Lot 372 Brunello di Montalcino,Red,Sangiovese,$25.00,Cameron Hughes Lot 372 Brunello di Montalcino 2007 - Jackpot (http://www.reversewinesnob.com/2014/06/cameron-hughes-lot-372-brunello-di-montalcino.html),Saturday Splurge,,,Other,Cameron Hughes Lot 372 Brunello di Montalcino,2007,http://www.reversewinesnob.com/2014/06/cameron-hughes-lot-372-brunello-di-montalcino.html,Red
942,2007 Cameron Hughes Lot 374 Maremma Toscana Super Tuscan,Red,Blend,$26.99,Cameron Hughes Lot 374 Maremma Toscana 2007 - The Definition of Luscious (http://www.reversewinesnob.com/2014/01/cameron-hughes-lot-374-maremma-toscana.html),Saturday Splurge,,,Other,Cameron Hughes Lot 374 Maremma Toscana Super Tuscan,2007,http://www.reversewinesnob.com/2014/01/cameron-hughes-lot-374-maremma-toscana.html,Red
943,2007 Curran Santa Ynez Valley Tempranillo,Red,Tempranillo,$23.99,A Decadently Delicious Saturday Splurge (http://www.reversewinesnob.com/2012/03/curran-santa-ynez-valley-tempranillo.html),Saturday Splurge,,,Other,Curran Santa Ynez Valley Tempranillo,2007,http://www.reversewinesnob.com/2012/03/curran-santa-ynez-valley-tempranillo.html,Red
944,2007 Domaine Skouras Grande Cuvee Nemea,Red,Agiorgitiko,$22.99,Domaine Skouras Grande Cuvee Nemea 2007 - Who Knew? (http://www.reversewinesnob.com/2012/08/domaine-skouras-grande-cuvee-nemea-2007.html),Saturday Splurge,,,Other,Domaine Skouras Grande Cuvee Nemea,2007,http://www.reversewinesnob.com/2012/08/domaine-skouras-grande-cuvee-nemea-2007.html,Red
945,2007 Giordano Barolo,Red,Nebbiolo,$38.99,Giordano Wines - Italian Favorites On A Budget (http://www.reversewinesnob.com/2013/06/giordano-wines-italian-favorites-on-budget.html),Saturday Splurge,,,Other,Giordano Barolo,2007,http://www.reversewinesnob.com/2013/06/giordano-wines-italian-favorites-on-budget.html,Red
946,2007 Grande Reserve Naoussa Boutari,Red,Xinomavro,$20.99,Grande Reserve Naoussa Boutari 2007 - A Dignified and Delicious Saturday Splurge (http://www.reversewinesnob.com/2012/08/grande-reserve-naoussa-boutari-2007.html),Saturday Splurge,,,Other,Grande Reserve Naoussa Boutari,2007,http://www.reversewinesnob.com/2012/08/grande-reserve-naoussa-boutari-2007.html,Red
947,2007 La Mozza Aragone Maremma Toscana,Red,Blend,$27.99,La Mozza Aragone Maremma Toscana 2007 - Deeply Smooth and Deliciozo! (http://www.reversewinesnob.com/2012/09/la-mozza-aragone-maremma-toscana-2007.html),Saturday Splurge,,,Other,La Mozza Aragone Maremma Toscana,2007,http://www.reversewinesnob.com/2012/09/la-mozza-aragone-maremma-toscana-2007.html,Red
948,2007 Pocas Reserva Red Douro,Red,Blend,$24.99,Pocas Reserva Red Douro 2007 - An Elegant and Enjoyable Saturday Splurge (http://www.reversewinesnob.com/2012/07/pocas-reserva-red-douro-2007-elegant.html),Saturday Splurge,,,Other,Pocas Reserva Red Douro,2007,http://www.reversewinesnob.com/2012/07/pocas-reserva-red-douro-2007-elegant.html,Red
949,2007 Santa Rita Triple C,Red,Blend,$32.99,Santa Rita Triple C 2007 - A Home Run (http://www.reversewinesnob.com/2012/12/santa-rita-triple-c-2007-home-run.html),Saturday Splurge,,,Other,Santa Rita Triple C,2007,http://www.reversewinesnob.com/2012/12/santa-rita-triple-c-2007-home-run.html,Red
950,2007 Toscano Vineyards Artigiani Brunello di Montalcino,Red,Sangiovese,$49.99,Toscano Vineyards Artigiani Brunello di Montalcino 2007 - A Seriously Good Splurge (http://www.reversewinesnob.com/2013/04/toscano-vineyards-artigiani-brunello-di-montalcino.html),Saturday Splurge,,,Other,Toscano Vineyards Artigiani Brunello di Montalcino,2007,http://www.reversewinesnob.com/2013/04/toscano-vineyards-artigiani-brunello-di-montalcino.html,Red
951,2008 Andrew Murray Vineyards Espérance,Red,Blend,$22.99,http://www.reversewinesnob.com/2012/01/andrew-murray-vineyards-esperance-2008.html,Saturday Splurge,,,Other,Andrew Murray Vineyards Espérance,2008,http://www.reversewinesnob.com/2012/01/andrew-murray-vineyards-esperance-2008.html,Red
952,2008 Arrowhead Spring Vineyards Meritage Reserve,Red,Meritage,$24.99,Arrowhead Spring Vineyards Meritage Reserve 2008 - A blackberry patch in a bottle. (http://www.reversewinesnob.com/2013/05/arrowhead-spring-vineyards-meritage-reserve.html),Saturday Splurge,,,Other,Arrowhead Spring Vineyards Meritage Reserve,2008,http://www.reversewinesnob.com/2013/05/arrowhead-spring-vineyards-meritage-reserve.html,Red
953,2008 Bodega Matarromera Crianza,Red,Tempranillo,$23.99,Bodega Matarromera Crianza 2008 - A Big Wine From The Place That Does It Best (http://www.reversewinesnob.com/2013/06/bodega-matarromera-crianza-2008.html),Saturday Splurge,,,Other,Bodega Matarromera Crianza,2008,http://www.reversewinesnob.com/2013/06/bodega-matarromera-crianza-2008.html,Red
954,2008 Bonny Doon Vineyard Alamo Creek Syrah,Red,Syrah,$35.00,Bonny Doon Vineyard Alamo Creek Syrah 2008 - One Savory Syrah (http://www.reversewinesnob.com/2012/10/bonny-doon-vineyard-alamo-creek-syrah.html),Saturday Splurge,,,Other,Bonny Doon Vineyard Alamo Creek Syrah,2008,http://www.reversewinesnob.com/2012/10/bonny-doon-vineyard-alamo-creek-syrah.html,Red
955,2008 Bonny Doon Vineyard Le Cigare Volant Reserve,Red,Blend,$65.00,Bonny Doon Vineyard Le Cigare Volant Reserve 2008 - Guaranteed To Make Someone's Christmas Merry (http://www.reversewinesnob.com/2012/12/bonny-doon-vineyard-le-cigare-volant-reserve.html),Saturday Splurge,,,Other,Bonny Doon Vineyard Le Cigare Volant Reserve,2008,http://www.reversewinesnob.com/2012/12/bonny-doon-vineyard-le-cigare-volant-reserve.html,Red
956,2008 Château de Cosse Sauternes,Dessert,Semillon,$22.99,Noble Rot? I Like It A Lot! (Saturday Splurge) (http://www.reversewinesnob.com/2012/04/chateau-de-cosse-sauternes-2009-noble.html),Saturday Splurge,,,Other,Château de Cosse Sauternes,2008,http://www.reversewinesnob.com/2012/04/chateau-de-cosse-sauternes-2009-noble.html,Dessert
957,2008 Chateau Ste Michelle Artist Series Meritage,Red,Meritage,$34.99,Chateau Ste Michelle Artist Series Meritage 2008 - Make Mine A Meritage Wine 9 (http://www.reversewinesnob.com/2013/04/chateau-ste-michelle-artist-series-meritage.html),Saturday Splurge,,,Other,Chateau Ste Michelle Artist Series Meritage,2008,http://www.reversewinesnob.com/2013/04/chateau-ste-michelle-artist-series-meritage.html,Red
958,2008 Col d'Orcia Brunello di Montalcino,Red,Sangiovese,$36.99,Col d'Orcia Brunello di Montalcino 2008 - The Start Of Something Special (http://www.reversewinesnob.com/2014/03/col-dorcia-brunello-di-montalcino.html),Saturday Splurge,,,Other,Col d'Orcia Brunello di Montalcino,2008,http://www.reversewinesnob.com/2014/03/col-dorcia-brunello-di-montalcino.html,Red
959,2008 Donnafugata Chiaranda Contessa Entellina Bianco,White,Blend,$34.99,Donnafugata Chiaranda 2008 - Harmonious (http://www.reversewinesnob.com/2013/04/donnafugata-chiaranda-harmonious.html),Saturday Splurge,,,Other,Donnafugata Chiaranda Contessa Entellina Bianco,2008,http://www.reversewinesnob.com/2013/04/donnafugata-chiaranda-harmonious.html,White
960,2008 Donnafugata Tancredi Sicilia Rosso,Red,Blend,$26.99,Donnafugata Tancredi Sicilia Rosso 2008 - A Real Sweet Tart (http://www.reversewinesnob.com/2012/10/donnafugata-tancredi-sicilia-rosso-2008.html),Saturday Splurge,,,Other,Donnafugata Tancredi Sicilia Rosso,2008,http://www.reversewinesnob.com/2012/10/donnafugata-tancredi-sicilia-rosso-2008.html,Red
961,2008 Dry Creek Vineyard The Mariner Meritage,Red,Meritage,$33.99,Dry Creek Vineyard The Mariner Meritage 2008 - Make Mine A Meritage Wine #6 (http://www.reversewinesnob.com/2013/03/dry-creek-vineyard-mariner-meritage.html),Saturday Splurge,,,Other,Dry Creek Vineyard The Mariner Meritage,2008,http://www.reversewinesnob.com/2013/03/dry-creek-vineyard-mariner-meritage.html,Red
962,2008 Feudi San Gregorio Taurasi,Red,Aglianico,$29.99,Feudi San Gregorio Taurasi 2008 - Angling For Aglianico (http://www.reversewinesnob.com/2014/04/feudi-san-gregorio-taurasi.html),Saturday Splurge,,,Other,Feudi San Gregorio Taurasi,2008,http://www.reversewinesnob.com/2014/04/feudi-san-gregorio-taurasi.html,Red
963,2008 Longoria Santa Ynez Valley Clover Creek Tempranillo,Red,Tempranillo,$36.00,http://www.reversewinesnob.com/2012/02/longoria-tempranillo-clover-creek.html,Saturday Splurge,,,Other,Longoria Santa Ynez Valley Clover Creek Tempranillo,2008,http://www.reversewinesnob.com/2012/02/longoria-tempranillo-clover-creek.html,Red
964,2008 Mira Winery Napa Valley Cabernet Sauvignon ,Red,Cabernet Sauvignon,$48.00,Mira Winery Napa Valley Cabernet Sauvignon 2008 - Give Them What They Want (http://www.reversewinesnob.com/2012/11/mira-winery-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other,Mira Winery Napa Valley Cabernet Sauvignon ,2008,http://www.reversewinesnob.com/2012/11/mira-winery-napa-valley-cabernet-sauvignon.html,Red
965,2008 Oenogenesis Oenosophist Red,Red,Blend,$36.99,Oenogenesis Oenosophist Red 2008 - Oh Yes! (http://www.reversewinesnob.com/2013/01/oenogenesis-oenosophist-red-2008-oh-yes.html),Saturday Splurge,,,Other,Oenogenesis Oenosophist Red,2008,http://www.reversewinesnob.com/2013/01/oenogenesis-oenosophist-red-2008-oh-yes.html,Red
966,2008 Stella Monsi Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$39.99,Stella Monsi Napa Cabernet Sauvignon 2008 - A Classic Napa Valley Cab From A Very Modern Business Model (http://www.reversewinesnob.com/2014/04/stella-monsi-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other,Stella Monsi Napa Valley Cabernet Sauvignon,2008,http://www.reversewinesnob.com/2014/04/stella-monsi-napa-valley-cabernet-sauvignon.html,Red
967,2008 Terranoble CA1 Andes Carménère,Red,Carmenere,$23.99,http://www.reversewinesnob.com/2012/03/terranoble-ca1-andes-carmenere-2008-ca1.html,Saturday Splurge,,,Other,Terranoble CA1 Andes Carménère,2008,http://www.reversewinesnob.com/2012/03/terranoble-ca1-andes-carmenere-2008-ca1.html,Red
968,2008 William Hill Estate Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$21.99,"Berries, Brown Sugar and Caramel (Saturday Splurge) (http://www.reversewinesnob.com/2012/04/william-hill-estate-napa-valley.html)",Saturday Splurge,,,Other,William Hill Estate Napa Valley Cabernet Sauvignon,2008,http://www.reversewinesnob.com/2012/04/william-hill-estate-napa-valley.html,Red
969,2009 Andrew Murray Vineyards Terra Bella Grenache,Red,Grenache,$30.00,A Sold Out Saturday Splurge (http://www.reversewinesnob.com/2012/05/andrew-murray-vineyards-terra-bella.html),Saturday Splurge,,,Other,Andrew Murray Vineyards Terra Bella Grenache,2009,http://www.reversewinesnob.com/2012/05/andrew-murray-vineyards-terra-bella.html,Red
970,2009 Andrew Murray Vineyards Terra Bella Syrah,Red,Syrah,$30.99,Andrew Murray Vineyards Terra Bella Syrah 2009 - An Exquisite Saturday Splurge (http://www.reversewinesnob.com/2012/05/andrew-murray-vineyards-terra-bella_12.html),Saturday Splurge,,,Other,Andrew Murray Vineyards Terra Bella Syrah,2009,http://www.reversewinesnob.com/2012/05/andrew-murray-vineyards-terra-bella_12.html,Red
971,2009 Artesa Artisan Series Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$45.99,Artesa Artisan Series Napa Valley Cabernet Sauvignon 2009 - Rich And Mighty (http://www.reversewinesnob.com/2014/03/artesa-artisan-series-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other,Artesa Artisan Series Napa Valley Cabernet Sauvignon,2009,http://www.reversewinesnob.com/2014/03/artesa-artisan-series-napa-valley-cabernet-sauvignon.html,Red
972,2009 Artesa Estate Reserve Carneros Napa Valley Pinot Noir,Red,Pinot Noir,$34.99,Artesa Estate Reserve Carneros Napa Valley Pinot Noir 2009 - I Dare You Not To Like It! (http://www.reversewinesnob.com/2013/01/artesa-estate-reserve-carneros-napa-valley-pinot-noir.html),Saturday Splurge,,,Other,Artesa Estate Reserve Carneros Napa Valley Pinot Noir,2009,http://www.reversewinesnob.com/2013/01/artesa-estate-reserve-carneros-napa-valley-pinot-noir.html,Red
973, 2009 Bastianich Vespa Bianco,White,Blend,$29.99,Bastianich Vespa Bianco 2009 - Equal Parts Savory And Sweet (http://www.reversewinesnob.com/2012/11/bastianich-vespa-bianco-2009.html),Saturday Splurge,,,Other,2009 Bastianich Vespa Bianco,,http://www.reversewinesnob.com/2012/11/bastianich-vespa-bianco-2009.html,White
974,2009 Bellingham The Bernard Series Small Barrel SMV,Red,Blend,$27.99,http://www.reversewinesnob.com/2012/02/bellingham-bernard-series-small-barrel.html,Saturday Splurge,,,Other,Bellingham The Bernard Series Small Barrel SMV,2009,http://www.reversewinesnob.com/2012/02/bellingham-bernard-series-small-barrel.html,Red
975,2009 Brooks Ara Riesling,White,Riesling,$23.99,Brooks Ara Riesling 2009 - A Harmonious and Delicious Saturday Splurge (http://www.reversewinesnob.com/2012/05/brooks-ara-riesling-2009-harmonious-and.html),Saturday Splurge,,,Other,Brooks Ara Riesling,2009,http://www.reversewinesnob.com/2012/05/brooks-ara-riesling-2009-harmonious-and.html,White
976,2009 Castellare di Castellina Il Poggiale Chianti Classico Riserva,Red,Sangiovese,$29.99,Castellare Il Poggiale Chianti Classico Riserva 2009 - Crazy Good Chianti (http://www.reversewinesnob.com/2013/05/castellare-il-poggiale-chianti-classico-riserva.html),Saturday Splurge,,,Other,Castellare di Castellina Il Poggiale Chianti Classico Riserva,2009,http://www.reversewinesnob.com/2013/05/castellare-il-poggiale-chianti-classico-riserva.html,Red
977,2009 Castello Banfi Belnero,Red,Sangiovese,$20.99,Castello Banfi Belnero 2009 - Costco Week Wine #6 (http://www.reversewinesnob.com/2013/02/castello-banfi-belnero-2009-costco-week.html),Saturday Splurge,,,Costco,Castello Banfi Belnero,2009,http://www.reversewinesnob.com/2013/02/castello-banfi-belnero-2009-costco-week.html,Red
978,2009 Castel Sallegg Lagrein Riserva,Red,Lagrein,$26.99,Castel Sallegg Lagrein Riserva 2009 - Wines From Alto Adige Wine #7 (http://www.reversewinesnob.com/2012/09/castel-sallegg-lagrein-riserva-2009.html),Saturday Splurge,,,Other,Castel Sallegg Lagrein Riserva,2009,http://www.reversewinesnob.com/2012/09/castel-sallegg-lagrein-riserva-2009.html,Red
